TICID,Teff,logg
 TIC 0, 4017.28, 4.71
 TIC 14345112, 3356.30, 4.37
 TIC 277713488, 4184.73, 4.69
 TIC 435310674, 3604.62, 4.35
 TIC 374315035, 4022.63, 4.70
 TIC 138660409, 4197.82, 4.52
 TIC 294301592, 4014.60, 4.76
 TIC 114982317, 3513.07, 4.63
 TIC 345074484, 4147.05, 4.80
 TIC 335010873, 3275.50, 4.83
 TIC 157838446, 3471.01, 4.60
 TIC 5725832, 3234.41, 4.15
 TIC 281731098, 3026.44, 4.99
 TIC 130717007, 4157.56, 4.74
 TIC 186900847, 3451.56, 4.75
 TIC 175401379, 4004.61, 4.81
 TIC 0, 4134.06, 4.35
 TIC 404434406, 3390.23, 4.96
 TIC 126317121, 3583.08, 4.51
 TIC 434234882, 4031.02, 4.74
 TIC 21339549, 3476.59, 4.91
 TIC 380909750, 3373.89, 4.65
 TIC 9004241, 4162.01, 4.49
 TIC 357443542, 3735.04, 4.61
 TIC 0, 3223.81, 4.67
 TIC 277886513, 3725.09, 4.95
 TIC 286813339, 4175.05, 4.70
 TIC 262809266, 4089.28, 4.75
 TIC 277895305, 3670.21, 4.93
 TIC 248393277, 4143.98, 5.00
 TIC 277840397, 3182.82, 4.72
 TIC 115078903, 4213.75, 4.51
 TIC 115080009, 3948.57, 4.59
 TIC 404434907, 3458.34, 4.63
 TIC 374272721, 3217.78, 4.97
 TIC 130717905, 3093.41, 4.91
